subject,run_ordinal,session_id,run_id,run_label,nframes,raw_samples,mri_ttl_rises,bm_mri_onset_sample,coverage_margin_samples,individual_ttl_validated,final_volume_replacement_required,alignment_method,status
3,60,8,4,session08_run04,481,377350,482,7622,4174,1,0,individual MRI TTL edges,ok
3,61,8,5,session08_run05,483,379250,484,6654,5521,1,0,individual MRI TTL edges,ok
3,62,8,6,session08_run06,487,379600,488,7114,2371,1,0,individual MRI TTL edges,ok
3,63,8,7,session08_run07,485,380100,486,7128,4377,1,0,individual MRI TTL edges,ok
3,64,8,8,session08_run08,490,383000,491,8615,1990,1,0,individual MRI TTL edges,ok
3,65,9,1,session09_run01,482,385800,483,18040,1446,1,0,individual MRI TTL edges,ok
3,66,9,2,session09_run02,478,373800,479,6874,3652,1,0,individual MRI TTL edges,ok
3,67,9,3,session09_run03,478,373650,479,7208,3168,1,0,individual MRI TTL edges,ok
3,68,9,4,session09_run04,494,386100,495,7251,3414,1,0,individual MRI TTL edges,ok
3,69,9,5,session09_run05,482,376300,483,7306,2679,1,0,individual MRI TTL edges,ok
3,70,9,6,session09_run06,479,374100,480,7874,2192,1,0,individual MRI TTL edges,ok
3,71,9,7,session09_run07,488,382000,489,7172,3953,1,0,individual MRI TTL edges,ok
3,72,10,1,session10_run01,489,380950,490,6643,2673,1,0,individual MRI TTL edges,ok
3,73,10,2,session10_run02,481,375500,482,7200,2745,1,0,individual MRI TTL edges,ok
3,74,10,3,session10_run03,484,379150,485,8682,2633,1,0,individual MRI TTL edges,ok
3,75,10,4,session10_run04,486,378800,487,7036,2409,1,0,individual MRI TTL edges,ok
3,76,10,5,session10_run05,510,398900,511,7401,3904,1,0,individual MRI TTL edges,ok
3,77,10,6,session10_run06,482,376550,483,7191,3044,1,0,individual MRI TTL edges,ok
3,78,10,7,session10_run07,486,379550,487,6787,3408,1,0,individual MRI TTL edges,ok
3,79,10,8,session10_run08,489,381400,490,7184,2582,1,0,individual MRI TTL edges,ok
3,80,10,9,session10_run09,480,374700,481,7035,2870,1,0,individual MRI TTL edges,ok
4,1,1,1,session01_run01,495,386800,496,7491,3114,1,0,individual MRI TTL edges,ok
4,2,1,2,session01_run02,497,388250,498,8021,2515,1,0,individual MRI TTL edges,ok
4,3,1,3,session01_run03,489,383750,490,9341,2774,1,0,individual MRI TTL edges,ok
4,4,1,4,session01_run04,489,382850,490,8121,3095,1,0,individual MRI TTL edges,ok
4,5,1,5,session01_run05,484,376750,485,6673,2242,1,0,individual MRI TTL edges,ok
4,6,1,6,session01_run06,496,388900,497,9455,2491,1,0,individual MRI TTL edges,ok
4,7,1,7,session01_run07,474,370050,475,6940,2875,1,0,individual MRI TTL edges,ok
4,8,1,8,session01_run08,474,370650,475,6820,3596,1,0,individual MRI TTL edges,ok
4,9,2,1,session02_run01,492,385100,493,8184,3001,1,0,individual MRI TTL edges,ok
4,10,2,2,session02_run02,499,389150,500,6811,3105,1,0,individual MRI TTL edges,ok
4,11,2,3,session02_run03,473,369500,474,7777,2248,1,0,individual MRI TTL edges,ok
4,12,2,4,session02_run04,492,384450,493,8262,2273,1,0,individual MRI TTL edges,ok
4,13,2,5,session02_run05,500,391850,501,8689,3166,1,0,individual MRI TTL edges,ok
4,14,2,6,session02_run06,489,381500,490,7171,2694,1,0,individual MRI TTL edges,ok
4,15,2,7,session02_run07,489,382600,490,7355,3610,1,0,individual MRI TTL edges,ok
4,16,3,1,session03_run01,490,383400,491,9417,1588,1,0,individual MRI TTL edges,ok
4,17,3,2,session03_run02,489,389800,490,15925,2240,1,0,individual MRI TTL edges,ok
4,18,3,3,session03_run03,477,371900,478,7215,2170,1,0,individual MRI TTL edges,ok
4,19,3,4,session03_run04,482,377600,483,7374,3911,1,0,individual MRI TTL edges,ok
4,20,3,5,session03_run05,491,383450,492,7401,2894,1,0,individual MRI TTL edges,ok
4,21,4,1,session04_run01,489,399250,490,25810,1806,1,0,individual MRI TTL edges,ok
4,22,4,2,session04_run02,486,379100,487,7542,2203,1,0,individual MRI TTL edges,ok
4,23,4,3,session04_run03,489,382400,490,8657,2108,1,0,individual MRI TTL edges,ok
4,24,4,4,session04_run04,490,382550,491,7515,2640,1,0,individual MRI TTL edges,ok
4,25,4,5,session04_run05,488,382850,489,7694,4281,1,0,individual MRI TTL edges,ok
4,26,5,1,session05_run01,488,393100,489,7137,15088,1,0,individual MRI TTL edges,ok
4,27,5,2,session05_run02,491,391150,492,15710,2285,1,0,individual MRI TTL edges,ok
4,28,5,3,session05_run03,487,379100,488,6971,2014,1,0,individual MRI TTL edges,ok
4,29,5,4,session05_run04,494,385700,495,8144,2121,1,0,individual MRI TTL edges,ok
4,30,5,5,session05_run05,488,380400,488,7033,2492,1,0,individual MRI TTL edges,ok
4,31,6,1,session06_run01,493,385650,494,7665,3310,1,0,individual MRI TTL edges,ok
4,32,6,2,session06_run02,480,376000,481,6888,4317,1,0,individual MRI TTL edges,ok
4,33,6,3,session06_run03,494,384350,495,6956,1959,1,0,individual MRI TTL edges,ok
4,34,6,4,session06_run04,489,381150,490,7011,2505,1,0,individual MRI TTL edges,ok
4,35,6,5,session06_run05,496,387800,497,7717,3128,1,0,individual MRI TTL edges,ok
4,36,7,1,session07_run01,487,379600,488,7000,2485,1,0,individual MRI TTL edges,ok
4,37,7,2,session07_run02,481,382850,482,14908,2387,1,0,individual MRI TTL edges,ok
4,38,7,3,session07_run03,499,388350,500,6923,2192,1,0,individual MRI TTL edges,ok
4,39,7,4,session07_run04,495,386750,496,7563,2992,1,0,individual MRI TTL edges,ok
4,40,7,5,session07_run05,491,383650,492,7465,3030,1,0,individual MRI TTL edges,ok
4,41,8,1,session08_run01,482,375000,483,6680,2005,1,0,individual MRI TTL edges,ok
4,42,8,2,session08_run02,482,375350,483,6987,2049,1,0,individual MRI TTL edges,ok
4,43,8,3,session08_run03,484,379250,485,8875,2540,1,0,individual MRI TTL edges,ok
4,44,8,4,session08_run04,478,372850,479,6751,2824,1,0,individual MRI TTL edges,ok
4,45,8,5,session08_run05,493,385050,493,7038,3337,1,0,individual MRI TTL edges,ok
4,46,9,1,session09_run01,492,383900,493,7515,2470,1,0,individual MRI TTL edges,ok
4,47,9,2,session09_run02,502,391600,503,6983,3102,1,0,individual MRI TTL edges,ok
4,48,9,3,session09_run03,509,398500,510,6378,5288,1,0,individual MRI TTL edges,ok
4,49,9,4,session09_run04,514,400800,514,7023,3143,1,0,individual MRI TTL edges,ok
4,50,9,5,session09_run05,491,383200,492,6917,3128,1,0,individual MRI TTL edges,ok
4,51,10,1,session10_run01,507,395050,508,7051,2684,1,0,individual MRI TTL edges,ok
4,52,10,2,session10_run02,506,401050,507,6700,9796,1,0,individual MRI TTL edges,ok
4,53,10,3,session10_run03,498,388350,499,6926,2950,1,0,individual MRI TTL edges,ok
4,54,10,4,session10_run04,505,393550,506,6812,2944,1,0,individual MRI TTL edges,ok
4,55,10,5,session10_run05,498,388300,499,7057,2769,1,0,individual MRI TTL edges,ok
4,56,11,1,session11_run01,512,398300,513,6590,2595,1,0,individual MRI TTL edges,ok
4,57,11,2,session11_run02,503,399650,504,15185,2190,1,0,individual MRI TTL edges,ok
4,58,11,3,session11_run03,500,389600,501,7007,2599,1,0,individual MRI TTL edges,ok
4,59,11,4,session11_run04,512,398450,513,6502,2834,1,0,individual MRI TTL edges,ok
4,60,11,5,session11_run05,502,391600,503,6912,3173,1,0,individual MRI TTL edges,ok
4,61,12,1,session12_run01,514,402700,514,6731,5334,1,0,individual MRI TTL edges,ok
4,62,12,2,session12_run02,499,398100,500,16027,2838,1,0,individual MRI TTL edges,ok
4,63,12,3,session12_run03,506,395600,507,8454,2591,1,0,individual MRI TTL edges,ok
4,64,12,4,session12_run04,510,397400,511,8020,1786,1,0,individual MRI TTL edges,ok
4,65,12,5,session12_run05,509,396550,510,6769,2947,1,0,individual MRI TTL edges,ok
4,66,13,1,session13_run01,512,399200,513,6711,3374,1,0,individual MRI TTL edges,ok
4,67,13,2,session13_run02,494,394400,495,16462,2503,1,0,individual MRI TTL edges,ok
4,68,13,3,session13_run03,501,392150,502,7450,3945,1,0,individual MRI TTL edges,ok
4,69,13,4,session13_run04,504,392900,505,6560,3306,1,0,individual MRI TTL edges,ok
4,70,13,5,session13_run05,510,397300,511,6569,3136,1,0,individual MRI TTL edges,ok
4,71,14,1,session14_run01,508,396400,509,7320,3005,1,0,individual MRI TTL edges,ok
4,72,14,2,session14_run02,510,402750,511,11690,3465,1,0,individual MRI TTL edges,ok
4,73,14,3,session14_run03,501,390400,502,7116,2529,1,0,individual MRI TTL edges,ok
4,74,14,4,session14_run04,514,400050,514,6946,2469,1,0,individual MRI TTL edges,ok
4,75,14,5,session14_run05,506,394050,507,6756,2739,1,0,individual MRI TTL edges,ok
4,76,15,1,session15_run01,511,397850,512,6635,2860,1,0,individual MRI TTL edges,ok
4,77,15,2,session15_run02,504,402700,505,15434,4231,1,0,individual MRI TTL edges,ok
4,78,15,3,session15_run03,489,382850,490,6620,4596,1,0,individual MRI TTL edges,ok
4,79,15,4,session15_run04,497,388050,498,7342,2994,1,0,individual MRI TTL edges,ok
4,80,15,5,session15_run05,514,402050,514,7504,3912,1,0,individual MRI TTL edges,ok
5,1,1,1,session01_run01,480,376600,481,7551,4254,1,0,individual MRI TTL edges,ok
5,2,1,2,session01_run02,479,381650,480,14343,3272,1,0,individual MRI TTL edges,ok
5,3,1,3,session01_run03,473,375650,474,7042,9133,1,0,individual MRI TTL edges,ok
5,4,1,4,session01_run04,490,382750,491,7172,3183,1,0,individual MRI TTL edges,ok
5,5,1,5,session01_run05,505,406250,506,7267,15188,1,0,individual MRI TTL edges,ok
5,6,2,1,session02_run01,500,393900,501,12028,1877,1,0,individual MRI TTL edges,ok
5,7,2,2,session02_run02,480,384200,481,15146,4260,1,0,individual MRI TTL edges,ok
5,8,2,3,session02_run03,483,378450,484,7818,3557,1,0,individual MRI TTL edges,ok
5,9,2,4,session02_run04,491,382650,492,6809,2686,1,0,individual MRI TTL edges,ok
5,10,2,5,session02_run05,498,388050,499,6791,2784,1,0,individual MRI TTL edges,ok
5,11,3,1,session03_run01,487,382550,488,10002,2433,1,0,individual MRI TTL edges,ok
5,12,3,2,session03_run02,482,375700,483,6895,2491,1,0,individual MRI TTL edges,ok
5,13,3,3,session03_run03,481,375100,482,7158,2388,1,0,individual MRI TTL edges,ok
5,14,3,4,session03_run04,483,378300,484,7700,3525,1,0,individual MRI TTL edges,ok
5,15,3,5,session03_run05,488,380500,488,6982,2643,1,0,individual MRI TTL edges,ok
5,16,4,1,session04_run01,500,398450,501,15750,2705,1,0,individual MRI TTL edges,ok
5,17,4,2,session04_run02,493,394800,494,15928,4197,1,0,individual MRI TTL edges,ok
5,18,4,3,session04_run03,482,376200,483,7306,2579,1,0,individual MRI TTL edges,ok
5,19,4,4,session04_run04,480,373800,481,6882,2123,1,0,individual MRI TTL edges,ok
5,20,4,5,session04_run05,493,384200,494,7041,2485,1,0,individual MRI TTL edges,ok
5,21,5,1,session05_run01,488,390900,489,15927,4098,1,0,individual MRI TTL edges,ok
5,22,5,2,session05_run02,489,381600,490,6078,3887,1,0,individual MRI TTL edges,ok
5,23,5,3,session05_run03,485,379700,486,6883,4222,1,0,individual MRI TTL edges,ok
5,24,5,4,session05_run04,496,395300,496,7338,11008,1,0,individual MRI TTL edges,ok
5,25,5,5,session05_run05,495,388550,496,7474,4881,1,0,individual MRI TTL edges,ok
5,26,6,1,session06_run01,491,385150,492,7496,4499,1,0,individual MRI TTL edges,ok
5,27,6,2,session06_run02,486,379400,487,7460,2586,1,0,individual MRI TTL edges,ok
5,28,6,3,session06_run03,495,387750,496,7584,3971,1,0,individual MRI TTL edges,ok
5,29,6,4,session06_run04,500,390150,501,7076,3080,1,0,individual MRI TTL edges,ok
5,30,6,5,session06_run05,492,383750,493,6706,3130,1,0,individual MRI TTL edges,ok
5,31,7,1,session07_run01,510,410600,511,20536,2469,1,0,individual MRI TTL edges,ok
5,32,7,2,session07_run02,509,405300,510,16423,2042,1,0,individual MRI TTL edges,ok
5,33,7,3,session07_run03,506,393200,507,6093,2552,1,0,individual MRI TTL edges,ok
5,34,7,4,session07_run04,499,389850,500,7129,3487,1,0,individual MRI TTL edges,ok
5,35,7,5,session07_run05,502,390950,503,6621,2815,1,0,individual MRI TTL edges,ok
5,36,8,1,session08_run01,494,386800,495,8589,2777,1,0,individual MRI TTL edges,ok
5,37,8,2,session08_run02,496,386400,497,7338,2107,1,0,individual MRI TTL edges,ok
5,38,8,3,session08_run03,491,384250,492,6282,4813,1,0,individual MRI TTL edges,ok
5,39,8,4,session08_run04,502,391650,503,7354,2782,1,0,individual MRI TTL edges,ok
5,40,8,5,session08_run05,513,402150,514,7157,5118,1,0,individual MRI TTL edges,ok
5,41,9,1,session09_run01,485,378750,486,6489,3666,1,0,individual MRI TTL edges,ok
5,42,9,2,session09_run02,506,390250,507,3132,2563,1,0,individual MRI TTL edges,ok
5,43,9,3,session09_run03,495,386150,496,6623,3332,1,0,individual MRI TTL edges,ok
5,44,9,4,session09_run04,502,391250,503,6894,2842,1,0,individual MRI TTL edges,ok
5,45,10,1,session10_run01,503,391850,504,6635,2940,1,0,individual MRI TTL edges,ok
5,46,10,2,session10_run02,514,408950,514,15480,2836,1,0,individual MRI TTL edges,ok
5,47,10,3,session10_run03,505,393450,506,7166,2490,1,0,individual MRI TTL edges,ok
5,48,10,4,session10_run04,514,405500,514,10039,4827,1,0,individual MRI TTL edges,ok
5,49,10,5,session10_run05,514,398550,514,6206,1710,1,0,individual MRI TTL edges,ok
5,50,11,1,session11_run01,504,392400,505,6736,2630,1,0,individual MRI TTL edges,ok
5,51,11,2,session11_run02,494,385800,495,5211,5154,1,0,individual MRI TTL edges,ok
5,52,11,3,session11_run03,505,396300,506,7436,5069,1,0,individual MRI TTL edges,ok
5,53,11,4,session11_run04,500,393250,501,7146,6109,1,0,individual MRI TTL edges,ok
5,54,11,5,session11_run05,511,399300,512,7291,3654,1,0,individual MRI TTL edges,ok
5,55,12,1,session12_run01,498,388750,499,6621,3654,1,0,individual MRI TTL edges,ok
5,56,12,2,session12_run02,504,402550,505,16899,2617,1,0,individual MRI TTL edges,ok
5,57,12,3,session12_run03,507,396600,508,7284,4002,1,0,individual MRI TTL edges,ok
5,58,12,4,session12_run04,492,383800,493,6670,3215,1,0,individual MRI TTL edges,ok
5,59,12,5,session12_run05,495,389000,496,6831,5975,1,0,individual MRI TTL edges,ok
5,60,13,1,session13_run01,510,397550,511,6551,3404,1,0,individual MRI TTL edges,ok
5,61,13,2,session13_run02,496,388200,497,8893,2352,1,0,individual MRI TTL edges,ok
5,62,13,3,session13_run03,500,390250,501,6977,3278,1,0,individual MRI TTL edges,ok
5,63,13,4,session13_run04,506,395800,507,7382,3863,1,0,individual MRI TTL edges,ok
5,64,13,5,session13_run05,504,392100,505,6486,2580,1,0,individual MRI TTL edges,ok
5,65,14,1,session14_run01,498,387850,499,6848,2527,1,0,individual MRI TTL edges,ok
5,66,14,2,session14_run02,500,398450,501,15697,2759,1,0,individual MRI TTL edges,ok
